Name,BLDG_CH,BLDG_NUM,NUM_APTS_C,NUM_FLOORS,Position X,Position Y,Position Z,STREET_COD
6311,,,,,179840.4500,654619.7500,58.9400,
Attribute Definition,,,,,179856.8600,654613.4103,59.6800,
Line,,,,,,,,
Line,,,,,,,,
Circle,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179774.3500,654550.8899,56.7800,
Attribute Definition,,,,,179774.3500,654549.6060,56.7800,
6311,,,,,179813.4900,654553.5600,56.5100,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179774.3500,654553.1903,56.7800,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Circle,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
6311,,,,,179793.1200,654494.5600,56.6500,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179813.4900,654550.6260,56.5100,
Circle,,,,,,,,
Attribute Definition,,,,,179813.4900,654554.2103,56.5100,
Attribute Definition,,,,,179813.4900,654551.9099,56.5100,
Circle,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
6351,,,,,180282.0700,654592.9400,61.3300,
Attribute Definition,,,,,180265.6300,654502.1003,60.8900,
Attribute Definition,,,,,180265.6300,654499.3499,60.8900,
Attribute Definition,,,,,180265.6300,654498.0660,60.8900,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,180282.0700,654589.7560,61.3300,
6351,,,,,180273.6000,654492.6100,60.6600,
Circle,,,,,,,,
Attribute Definition,,,,,180282.0700,654591.0399,61.3300,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,180282.0700,654593.7903,61.3300,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
6351,,,,,179803.5200,654708.9100,55.2400,
Circle,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179860.7298,654664.7266,57.7964,
Circle,,,,,,,,
Attribute Definition,,,,,179877.9299,654660.9185,58.7751,
Attribute Definition,,,,,179877.9299,654658.3682,58.7751,
Circle,,,,,,,,
Attribute Definition,,,,,180114.5602,654315.2819,59.4231,
4010,,,,,179877.9299,654660.1683,58.7751,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,179860.7298,654668.5609,57.7964,
Attribute Definition,,,,,179860.7298,654666.0106,57.7964,
Circle,,,,,,,,
Attribute Definition,,,,,179877.9299,654657.0842,58.7751,
4010,,,,,179860.7298,654667.8107,57.7964,
Circle,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,179803.5200,654707.0099,55.2400,
Attribute Definition,,,,,179803.5200,654705.7260,55.2400,
6351,,,,,180265.6300,654501.2500,60.8900,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179803.5200,654709.7603,55.2400,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Circle,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
6351,,,,,179904.8500,654668.7100,59.5900,
Attribute Definition,,,,,179986.4500,654651.9803,63.0000,
Attribute Definition,,,,,179986.4500,654649.2299,63.0000,
Attribute Definition,,,,,179986.4500,654647.9460,63.0000,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179904.8500,654665.5260,59.5900,
6351,,,,,180128.5900,654412.1200,61.6100,
Circle,,,,,,,,
Attribute Definition,,,,,179904.8500,654666.8099,59.5900,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179904.8500,654669.5603,59.5900,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,180273.6000,654493.4603,60.6600,
Attribute Definition,,,,,180273.6000,654490.7099,60.6600,
Attribute Definition,,,,,180273.6000,654489.4260,60.6600,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
6351,,,,,180293.4000,654680.3200,64.3500,
Circle,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,180293.4000,654681.1703,64.3500,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,180293.4000,654678.4199,64.3500,
Attribute Definition,,,,,180293.4000,654677.1360,64.3500,
6351,,,,,179986.4500,654651.1300,63.0000,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,180114.5602,654316.5659,59.4231,
Circle,,,,,,,,
Attribute Definition,,,,,180028.6855,654554.4975,64.3449,
Attribute Definition,,,,,180028.6855,654551.9471,64.3449,
Circle,,,,,,,,
Attribute Definition,,,,,179949.5321,654464.0563,60.7551,
4010,,,,,180028.6855,654553.7472,64.3449,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,180058.9913,654464.2781,63.8987,
Attribute Definition,,,,,180058.9913,654461.7277,63.8987,
Circle,,,,,,,,
Attribute Definition,,,,,180028.6855,654550.6632,64.3449,
4010,,,,,180058.9913,654463.5278,63.8987,
Circle,,,,,,,,
Attribute Definition,,,,,179949.5321,654465.3402,60.7551,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,179994.7680,654549.3614,64.9566,
Circle,,,,,,,,
Attribute Definition,,,,,180033.5810,654534.7474,64.3208,
Attribute Definition,,,,,180033.5810,654533.4635,64.3208,
4010,,,,,179994.7680,654548.6111,64.9566,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,179949.5321,654467.8906,60.7551,
Circle,,,,,,,,
Attribute Definition,,,,,179994.7680,654546.8110,64.9566,
Attribute Definition,,,,,179994.7680,654545.5271,64.9566,
4010,,,,,179949.5321,654467.1403,60.7551,
Attribute Definition,,,,,180199.0038,654535.7234,61.4353,
Attribute Definition,,,,,180199.0038,654533.1730,61.4353,
Attribute Definition,,,,,180199.0038,654531.8891,61.4353,
Circle,,,,,,,,
4010,,,,,180199.0038,654534.9731,61.4353,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,180173.9508,654535.8720,61.7536,
Attribute Definition,,,,,180173.9508,654533.3216,61.7536,
Attribute Definition,,,,,180173.9508,654532.0377,61.7536,
Circle,,,,,,,,
4010,,,,,180173.9508,654535.1217,61.7536,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,180091.9861,654330.2512,60.5399,
Circle,,,,,,,,
Attribute Definition,,,,,180241.2518,654486.3885,61.6933,
Attribute Definition,,,,,180241.2518,654483.8382,61.6933,
Circle,,,,,,,,
Attribute Definition,,,,,180058.9913,654460.4438,63.8987,
4010,,,,,180241.2518,654485.6383,61.6933,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,180091.9861,654334.0855,60.5399,
Attribute Definition,,,,,180091.9861,654331.5352,60.5399,
Circle,,,,,,,,
Attribute Definition,,,,,180241.2518,654482.5542,61.6933,
4010,,,,,180091.9861,654333.3353,60.5399,
Circle,,,,,,,,
Attribute Definition,,,,,180033.5810,654537.2978,64.3208,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Circle,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
6311,,,,,179931.8300,654484.2000,60.3100,
Attribute Definition,,,,,179821.3560,654480.8787,56.8923,
Attribute Definition,,,,,179821.3560,654478.5783,56.8923,
Attribute Definition,,,,,179821.3560,654477.2944,56.8923,
Circle,,,,,,,,
Circle,,,,,,,,
Circle,,,,,,,,
4010,,,,,180183.3806,654564.0282,61.9077,
Attribute Definition,,,,,180174.4344,654564.4000,61.9341,
Attribute Definition,,,,,180174.4344,654561.8497,61.9341,
Attribute Definition,,,,,180174.4344,654560.5657,61.9341,
Circle,,,,,,,,
Circle,,,,,,,,
Circle,,,,,,,,
4010,,,,,180033.5810,654536.5475,64.3208,
Attribute Definition,,,,,180183.3806,654564.7784,61.9077,
Attribute Definition,,,,,180183.3806,654562.2281,61.9077,
Attribute Definition,,,,,180183.3806,654560.9441,61.9077,
Circle,,,,,,,,
4010,,,,,180215.4830,654534.9271,61.1617,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,179931.8300,654481.2660,60.3100,
Circle,,,,,,,,
Attribute Definition,,,,,179931.8300,654484.8503,60.3100,
Attribute Definition,,,,,179931.8300,654482.5499,60.3100,
4010,,,,,180174.4344,654563.6498,61.9341,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,180215.4830,654531.8431,61.1617,
Circle,,,,,,,,
Attribute Definition,,,,,180215.4830,654535.6774,61.1617,
Attribute Definition,,,,,180215.4830,654533.1270,61.1617,
Circle,,,,,,,,
Circle,,,,,,,,
Circle,,,,,,,,
4010,,,,,180114.4408,654564.0239,65.5195,
Attribute Definition,,,,,180007.8365,654383.1786,62.2507,
Attribute Definition,,,,,180007.8365,654380.6283,62.2507,
Attribute Definition,,,,,180007.8365,654379.3443,62.2507,
Circle,,,,,,,,
Circle,,,,,,,,
Circle,,,,,,,,
4010,,,,,180115.1140,654530.5634,63.9373,
Attribute Definition,,,,,180114.4408,654564.7742,65.5195,
Attribute Definition,,,,,180114.4408,654562.2238,65.5195,
Attribute Definition,,,,,180114.4408,654560.9399,65.5195,
Circle,,,,,,,,
4010,,,,,179986.7569,654391.2550,61.8479,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,180074.9402,654341.6482,60.8246,
Circle,,,,,,,,
Attribute Definition,,,,,180074.9402,654345.4825,60.8246,
Attribute Definition,,,,,180074.9402,654342.9321,60.8246,
4010,,,,,180007.8365,654382.4284,62.2507,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,179986.7569,654388.1710,61.8479,
Circle,,,,,,,,
Attribute Definition,,,,,179986.7569,654392.0053,61.8479,
Attribute Definition,,,,,179986.7569,654389.4549,61.8479,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,180032.8379,654722.3592,62.8345,
Circle,,,,,,,,
Attribute Definition,,,,,180001.3234,654488.4422,62.9682,
Attribute Definition,,,,,180001.3234,654487.1583,62.9682,
4010,,,,,180032.8379,654721.6089,62.8345,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,180114.5602,654319.1163,59.4231,
Circle,,,,,,,,
Attribute Definition,,,,,180032.8379,654719.8088,62.8345,
Attribute Definition,,,,,180032.8379,654718.5249,62.8345,
4010,,,,,180114.5602,654318.3660,59.4231,
Attribute Definition,,,,,180001.3234,654490.9926,62.9682,
Circle,,,,,,,,
Circle,,,,,,,,
Circle,,,,,,,,
4010,,,,,180014.7563,654490.0831,63.2389,
Attribute Definition,,,,,180115.1140,654531.3137,63.9373,
Attribute Definition,,,,,180115.1140,654528.7633,63.9373,
Attribute Definition,,,,,180115.1140,654527.4794,63.9373,
Circle,,,,,,,,
Circle,,,,,,,,
Circle,,,,,,,,
4010,,,,,180001.3234,654490.2423,62.9682,
Attribute Definition,,,,,180014.7563,654490.8334,63.2389,
Attribute Definition,,,,,180014.7563,654488.2830,63.2389,
Attribute Definition,,,,,180014.7563,654486.9991,63.2389,
Circle,,,,,,,,
Attribute Definition,,,,,180096.8789,654529.1790,64.2854,
Attribute Definition,,,,,180096.8789,654527.8950,64.2854,
4010,,,,,180033.7266,654548.5091,64.5028,
Attribute Definition,,,,,180096.8789,654531.7294,64.2854,
Circle,,,,,,,,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,180033.7266,654546.7090,64.5028,
Attribute Definition,,,,,180033.7266,654545.4251,64.5028,
4010,,,,,180009.9878,654548.5861,63.8694,
Attribute Definition,,,,,180033.7266,654549.2594,64.5028,
Circle,,,,,,,,
Circle,,,,,,,,
Circle,,,,,,,,
4010,,,,,180096.8789,654530.9791,64.2854,
Attribute Definition,,,,,180183.9023,654586.2454,62.1757,
Attribute Definition,,,,,180183.9023,654583.6951,62.1757,
Attribute Definition,,,,,180183.9023,654582.4111,62.1757,
Circle,,,,,,,,
4010,,,,,180183.9023,654585.4952,62.1757,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,180175.1373,654598.9519,62.4441,
Attribute Definition,,,,,180175.1373,654596.4015,62.4441,
Attribute Definition,,,,,180175.1373,654595.1176,62.4441,
Circle,,,,,,,,
4010,,,,,180175.1373,654598.2016,62.4441,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,180263.9282,654617.1797,62.3259,
4010,,,,,180261.8161,654603.4105,62.1964,
Circle,,,,,,,,
Attribute Definition,,,,,180263.9282,654618.4636,62.3259,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,180263.9282,654621.0140,62.3259,
Attribute Definition,,,,,180261.8161,654600.3265,62.1964,
4010,,,,,180074.9402,654344.7322,60.8246,
Circle,,,,,,,,
Attribute Definition,,,,,180261.8161,654601.6104,62.1964,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,180261.8161,654604.1608,62.1964,
Circle,,,,,,,,
Attribute Definition,,,,,180009.9878,654546.7860,63.8694,
Attribute Definition,,,,,180009.9878,654545.5020,63.8694,
4010,,,,,179969.4704,654548.1173,61.9480,
Attribute Definition,,,,,180009.9878,654549.3363,63.8694,
Circle,,,,,,,,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,179969.4704,654546.3172,61.9480,
Attribute Definition,,,,,179969.4704,654545.0333,61.9480,
4010,,,,,180263.9282,654620.2637,62.3259,
Attribute Definition,,,,,179969.4704,654548.8676,61.9480,
Circle,,,,,,,,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,179792.6100,654331.5621,57.5600,
2801,,,,,179650.9400,654343.1400,52.7000,
Attribute Definition,,,,,179650.9400,654345.2403,52.7000,
Attribute Definition,,,,,179792.6100,654332.8460,57.5600,
2801,,,,,179792.6100,654336.2800,57.5600,
Attribute Definition,,,,,179792.6100,654338.3803,57.5600,
Attribute Definition,,,,,179792.6100,654334.1299,57.5600,
Attribute Definition,,,,,179674.1800,654336.9503,53.8200,
Attribute Definition,,,,,179674.1800,654332.6999,53.8200,
Attribute Definition,,,,,179674.1800,654331.4160,53.8200,
2801,,,,,179674.1800,654334.8500,53.8200,
Attribute Definition,,,,,179650.9400,654340.9899,52.7000,
Attribute Definition,,,,,179650.9400,654339.7060,52.7000,
Attribute Definition,,,,,179650.9400,654338.4221,52.7000,
Attribute Definition,,,,,179793.6500,654336.3821,57.5700,
Attribute Definition,,,,,179782.8600,654322.6721,57.2200,
2801,,,,,179794.9400,654331.2000,57.3000,
Attribute Definition,,,,,179794.9400,654333.3003,57.3000,
Attribute Definition,,,,,179782.8600,654323.9560,57.2200,
2801,,,,,179782.8600,654327.3900,57.2200,
Attribute Definition,,,,,179782.8600,654329.4903,57.2200,
Attribute Definition,,,,,179782.8600,654325.2399,57.2200,
Attribute Definition,,,,,179793.6500,654343.2003,57.5700,
Attribute Definition,,,,,179793.6500,654338.9499,57.5700,
Attribute Definition,,,,,179793.6500,654337.6660,57.5700,
2801,,,,,179793.6500,654341.1000,57.5700,
Attribute Definition,,,,,179794.9400,654329.0499,57.3000,
Attribute Definition,,,,,179794.9400,654327.7660,57.3000,
Attribute Definition,,,,,179794.9400,654326.4821,57.3000,
Attribute Definition,,,,,179622.4900,654384.6860,50.9000,
Attribute Definition,,,,,179622.4900,654383.4021,50.9000,
2801,,,,,179621.8800,654391.6000,50.9400,
Attribute Definition,,,,,179622.4900,654385.9699,50.9000,
Attribute Definition,,,,,179656.1300,654370.3321,53.7800,
2801,,,,,179622.4900,654388.1200,50.9000,
Attribute Definition,,,,,179622.4900,654390.2203,50.9000,
2801,,,,,179625.1100,654420.8500,51.3800,
Attribute Definition,,,,,179625.1100,654422.9503,51.3800,
Attribute Definition,,,,,179625.1100,654418.6999,51.3800,
Attribute Definition,,,,,179621.8800,654386.8821,50.9400,
Attribute Definition,,,,,179621.8800,654393.7003,50.9400,
Attribute Definition,,,,,179621.8800,654389.4499,50.9400,
Attribute Definition,,,,,179621.8800,654388.1660,50.9400,
Attribute Definition,,,,,179656.1300,654371.6160,53.7800,
Attribute Definition,,,,,179647.2000,654343.1760,52.7000,
Attribute Definition,,,,,179647.2000,654341.8921,52.7000,
2801,,,,,179652.0000,654372.5100,53.7800,
Attribute Definition,,,,,179647.2000,654344.4599,52.7000,
Attribute Definition,,,,,179674.1800,654330.1321,53.8200,
2801,,,,,179647.2000,654346.6100,52.7000,
Attribute Definition,,,,,179647.2000,654348.7103,52.7000,
2801,,,,,179656.1300,654375.0500,53.7800,
Attribute Definition,,,,,179656.1300,654377.1503,53.7800,
Attribute Definition,,,,,179656.1300,654372.8999,53.7800,
Attribute Definition,,,,,179652.0000,654367.7921,53.7800,
Attribute Definition,,,,,179652.0000,654374.6103,53.7800,
Attribute Definition,,,,,179652.0000,654370.3599,53.7800,
Attribute Definition,,,,,179652.0000,654369.0760,53.7800,
Attribute Definition,,,,,179781.9700,654319.0621,57.2200,
2801,,,,,179775.0000,654367.6500,56.7000,
Attribute Definition,,,,,179775.0000,654369.7503,56.7000,
Attribute Definition,,,,,179775.0000,654365.4999,56.7000,
Attribute Definition,,,,,179825.6500,654343.7321,60.1000,
Attribute Definition,,,,,179825.6500,654350.5503,60.1000,
Attribute Definition,,,,,179825.6500,654346.2999,60.1000,
Attribute Definition,,,,,179825.6500,654345.0160,60.1000,
Attribute Definition,,,,,179808.4400,654337.8599,57.6500,
Attribute Definition,,,,,179808.4400,654336.5760,57.6500,
Attribute Definition,,,,,179808.4400,654335.2921,57.6500,
Attribute Definition,,,,,179808.4400,654342.1103,57.6500,
Attribute Definition,,,,,179775.0000,654364.2160,56.7000,
Attribute Definition,,,,,179775.0000,654362.9321,56.7000,
2801,,,,,179808.4400,654340.0100,57.6500,
2801,,,,,179825.6500,654348.4500,60.1000,
2801,,,,,179786.2200,654387.2400,57.8000,
Attribute Definition,,,,,179786.2200,654389.3403,57.8000,
Attribute Definition,,,,,179786.2200,654385.0899,57.8000,
Attribute Definition,,,,,179749.8700,654399.6021,55.4900,
Attribute Definition,,,,,179749.8700,654406.4203,55.4900,
Attribute Definition,,,,,179749.8700,654402.1699,55.4900,
Attribute Definition,,,,,179749.8700,654400.8860,55.4900,
Attribute Definition,,,,,179789.8900,654385.5199,57.8000,
Attribute Definition,,,,,179789.8900,654384.2360,57.8000,
Attribute Definition,,,,,179789.8900,654382.9521,57.8000,
Attribute Definition,,,,,179789.8900,654389.7703,57.8000,
Attribute Definition,,,,,179786.2200,654383.8060,57.8000,
Attribute Definition,,,,,179786.2200,654382.5221,57.8000,
2801,,,,,179789.8900,654387.6700,57.8000,
Attribute Definition,,,,,179728.1800,654337.3721,54.9400,
2801,,,,,179714.9700,654349.3100,54.4100,
Attribute Definition,,,,,179714.9700,654351.4103,54.4100,
Attribute Definition,,,,,179728.1800,654338.6560,54.9400,
2801,,,,,179728.1800,654342.0900,54.9400,
Attribute Definition,,,,,179728.1800,654344.1903,54.9400,
Attribute Definition,,,,,179728.1800,654339.9399,54.9400,
Attribute Definition,,,,,179781.9700,654325.8803,57.2200,
Attribute Definition,,,,,179781.9700,654321.6299,57.2200,
Attribute Definition,,,,,179781.9700,654320.3460,57.2200,
2801,,,,,179781.9700,654323.7800,57.2200,
Attribute Definition,,,,,179714.9700,654347.1599,54.4100,
Attribute Definition,,,,,179714.9700,654345.8760,54.4100,
Attribute Definition,,,,,179714.9700,654344.5921,54.4100,
Attribute Definition,,,,,179780.6900,654364.0921,57.4400,
Attribute Definition,,,,,179810.6900,654344.0821,57.5200,
2801,,,,,179736.4900,654409.4500,54.6500,
Attribute Definition,,,,,179736.4900,654411.5503,54.6500,
Attribute Definition,,,,,179810.6900,654345.3660,57.5200,
2801,,,,,179810.6900,654348.8000,57.5200,
Attribute Definition,,,,,179810.6900,654350.9003,57.5200,
Attribute Definition,,,,,179810.6900,654346.6499,57.5200,
Attribute Definition,,,,,179780.6900,654370.9103,57.4400,
Attribute Definition,,,,,179780.6900,654366.6599,57.4400,
Attribute Definition,,,,,179780.6900,654365.3760,57.4400,
2801,,,,,179780.6900,654368.8100,57.4400,
Attribute Definition,,,,,179736.4900,654407.2999,54.6500,
Attribute Definition,,,,,179736.4900,654406.0160,54.6500,
Attribute Definition,,,,,179736.4900,654404.7321,54.6500,
Attribute Definition,,,,,179703.5500,654438.6403,53.8600,
Attribute Definition,,,,,179703.5500,654434.3899,53.8600,
Attribute Definition,,,,,179703.5500,654433.1060,53.8600,
2801,,,,,179703.5500,654436.5400,53.8600,
Attribute Definition,,,,,179681.7300,654416.3499,53.6800,
Attribute Definition,,,,,179681.7300,654415.0660,53.6800,
Attribute Definition,,,,,179681.7300,654413.7821,53.6800,
Attribute Definition,,,,,179705.0400,654436.8660,53.8600,
Attribute Definition,,,,,179705.0400,654435.5821,53.8600,
2801,,,,,179869.2300,654350.5500,62.0600,
Attribute Definition,,,,,179705.0400,654438.1499,53.8600,
Attribute Definition,,,,,179703.5500,654431.8221,53.8600,
2801,,,,,179705.0400,654440.3000,53.8600,
Attribute Definition,,,,,179705.0400,654442.4003,53.8600,
Attribute Definition,,,,,179681.7300,654420.6003,53.6800,
Attribute Definition,,,,,179688.5400,654408.7603,53.7400,
Attribute Definition,,,,,179688.5400,654404.5099,53.7400,
Attribute Definition,,,,,179688.5400,654403.2260,53.7400,
2801,,,,,179688.5400,654406.6600,53.7400,
Attribute Definition,,,,,179716.9300,654378.0899,54.7100,
Attribute Definition,,,,,179716.9300,654376.8060,54.7100,
Attribute Definition,,,,,179716.9300,654375.5221,54.7100,
Attribute Definition,,,,,179668.2500,654428.4660,53.3600,
Attribute Definition,,,,,179668.2500,654427.1821,53.3600,
2801,,,,,179681.7300,654418.5000,53.6800,
Attribute Definition,,,,,179668.2500,654429.7499,53.3600,
Attribute Definition,,,,,179688.5400,654401.9421,53.7400,
2801,,,,,179668.2500,654431.9000,53.3600,
Attribute Definition,,,,,179668.2500,654434.0003,53.3600,
2801,,,,,179891.3200,654419.9300,59.8000,
Attribute Definition,,,,,179891.3200,654422.0303,59.8000,
Attribute Definition,,,,,179891.3200,654417.7799,59.8000,
Attribute Definition,,,,,179863.2900,654349.0921,62.0600,
Attribute Definition,,,,,179863.2900,654355.9103,62.0600,
Attribute Definition,,,,,179863.2900,654351.6599,62.0600,
Attribute Definition,,,,,179863.2900,654350.3760,62.0600,
Attribute Definition,,,,,179883.7500,654342.4599,61.2100,
Attribute Definition,,,,,179883.7500,654341.1760,61.2100,
Attribute Definition,,,,,179883.7500,654339.8921,61.2100,
Attribute Definition,,,,,179883.7500,654346.7103,61.2100,
Attribute Definition,,,,,179891.3200,654416.4960,59.8000,
Attribute Definition,,,,,179891.3200,654415.2121,59.8000,
2801,,,,,179883.7500,654344.6100,61.2100,
2801,,,,,179863.2900,654353.8100,62.0600,
2801,,,,,179902.8900,654458.0400,59.2900,
