Name,BLDG_CH,BLDG_NUM,NUM_APTS_C,NUM_FLOORS,Position X,Position Y,Position Z,STREET_COD
Attribute Definition,,,,,179989.5398,654376.8254,61.1560,
4804,,,,,179965.2246,654404.9910,60.9875,
Circle,,,,,,,,
Attribute Definition,,,,,179989.5398,654378.1093,61.1560,
Attribute Definition,,,,,179989.5398,654383.4775,61.1560,
Attribute Definition,,,,,179989.5398,654380.6771,61.1560,
Attribute Definition,,,,,179989.5398,654379.3932,61.1560,
Attribute Definition,,,,,179965.2246,654401.0231,60.9875,
Attribute Definition,,,,,179965.2246,654399.7392,60.9875,
4804,,,,,179959.0027,654408.9937,60.9424,
Attribute Definition,,,,,179965.2246,654402.3070,60.9875,
Text,,,,,179964.7868,654404.7976,60.9875,
Attribute Definition,,,,,179965.2246,654406.3913,60.9875,
Attribute Definition,,,,,179965.2246,654403.5909,60.9875,
Text,,,,,179989.1020,654381.8838,61.1560,
4804,,,,,180109.8379,654429.9745,62.0733,
Circle,,,,,,,,
Text,,,,,180109.4001,654429.7810,62.0733,
Attribute Definition,,,,,180119.6838,654422.8247,61.6241,
Attribute Definition,,,,,180119.6838,654426.6764,61.6241,
Attribute Definition,,,,,180119.6838,654425.3925,61.6241,
Attribute Definition,,,,,180119.6838,654424.1086,61.6241,
Attribute Definition,,,,,180109.8379,654424.7226,62.0733,
4804,,,,,179989.5398,654382.0772,61.1560,
Circle,,,,,,,,
Attribute Definition,,,,,180109.8379,654426.0065,62.0733,
Attribute Definition,,,,,180109.8379,654431.3748,62.0733,
Attribute Definition,,,,,180109.8379,654428.5744,62.0733,
Attribute Definition,,,,,180109.8379,654427.2905,62.0733,
Attribute Definition,,,,,180173.0491,654717.2696,64.0859,
Attribute Definition,,,,,180173.0491,654715.9856,64.0859,
Attribute Definition,,,,,180173.0491,654714.7017,64.0859,
Attribute Definition,,,,,180173.0491,654720.0699,64.0859,
4804,,,,,180173.0491,654718.6697,64.0859,
Circle,,,,,,,,
Text,,,,,180172.6113,654718.4762,64.0859,
Attribute Definition,,,,,180170.0151,654572.7436,63.5205,
Attribute Definition,,,,,180170.0151,654569.9433,63.5205,
Attribute Definition,,,,,180170.0151,654568.6593,63.5205,
Text,,,,,180169.5773,654571.1499,63.5205,
Attribute Definition,,,,,180173.0491,654713.4178,64.0859,
4804,,,,,180170.0151,654571.3434,63.5205,
Circle,,,,,,,,
Attribute Definition,,,,,179931.7420,654405.0006,60.3611,
Attribute Definition,,,,,179959.0027,654406.3096,60.9424,
Attribute Definition,,,,,179959.0027,654405.0257,60.9424,
Attribute Definition,,,,,179959.0027,654403.7418,60.9424,
Attribute Definition,,,,,179959.0027,654407.5936,60.9424,
Circle,,,,,,,,
Text,,,,,179958.5649,654408.8002,60.9424,
Attribute Definition,,,,,179959.0027,654410.3939,60.9424,
Attribute Definition,,,,,179931.7420,654408.8523,60.3611,
Attribute Definition,,,,,179931.7420,654407.5684,60.3611,
Attribute Definition,,,,,179931.7420,654406.2845,60.3611,
Attribute Definition,,,,,179931.7420,654411.6527,60.3611,
4804,,,,,179931.7420,654410.2524,60.3611,
Circle,,,,,,,,
Text,,,,,179931.3042,654410.0590,60.3611,
Attribute Definition,,,,,180119.6838,654429.4768,61.6241,
Attribute Definition,,,,,180292.3086,654680.8493,64.1434,
Attribute Definition,,,,,180292.3086,654679.5654,64.1434,
Attribute Definition,,,,,180292.3086,654678.2815,64.1434,
Attribute Definition,,,,,180292.3086,654683.6497,64.1434,
4804,,,,,180292.3086,654682.2494,64.1434,
Circle,,,,,,,,
Text,,,,,180291.8708,654682.0560,64.1434,
Attribute Definition,,,,,180268.1984,654490.0042,60.4920,
Attribute Definition,,,,,180268.1984,654487.2038,60.4920,
Attribute Definition,,,,,180268.1984,654485.9199,60.4920,
Text,,,,,180267.7605,654488.4105,60.4920,
Attribute Definition,,,,,180292.3086,654676.9976,64.1434,
4804,,,,,180268.1984,654488.6039,60.4920,
Circle,,,,,,,,
Attribute Definition,,,,,180251.6457,654497.3842,61.0827,
Attribute Definition,,,,,180256.1821,654473.3690,60.4787,
Attribute Definition,,,,,180256.1821,654472.0850,60.4787,
Attribute Definition,,,,,180256.1821,654470.8011,60.4787,
Attribute Definition,,,,,180256.1821,654474.6529,60.4787,
Circle,,,,,,,,
Text,,,,,180255.7443,654475.8595,60.4787,
Attribute Definition,,,,,180256.1821,654477.4533,60.4787,
Attribute Definition,,,,,180251.6457,654501.2359,61.0827,
Attribute Definition,,,,,180251.6457,654499.9520,61.0827,
Attribute Definition,,,,,180251.6457,654498.6681,61.0827,
Attribute Definition,,,,,180251.6457,654504.0363,61.0827,
4804,,,,,180251.6457,654502.6360,61.0827,
Circle,,,,,,,,
Text,,,,,180251.2079,654502.4426,61.0827,
Circle,,,,,,,,
Text,,,,,180099.1003,654327.4540,59.3460,
Attribute Definition,,,,,180099.5382,654329.0478,59.3460,
4804,,,,,180099.5382,654327.6475,59.3460,
Attribute Definition,,,,,180061.2533,654354.6994,61.2769,
Attribute Definition,,,,,180061.2533,654353.4155,61.2769,
Attribute Definition,,,,,180061.2533,654352.1315,61.2769,
4804,,,,,180119.6838,654428.0765,61.6241,
Circle,,,,,,,,
Text,,,,,180119.2460,654427.8831,61.6241,
Attribute Definition,,,,,180099.5382,654322.3956,59.3460,
Attribute Definition,,,,,180099.5382,654326.2474,59.3460,
Attribute Definition,,,,,180099.5382,654324.9635,59.3460,
Attribute Definition,,,,,180099.5382,654323.6795,59.3460,
Attribute Definition,,,,,180061.2533,654355.9833,61.2769,
Text,,,,,180295.2383,654478.7638,60.4619,
Attribute Definition,,,,,180295.6761,654480.3575,60.4619,
Attribute Definition,,,,,180295.6761,654477.5571,60.4619,
Circle,,,,,,,,
Attribute Definition,,,,,180268.1984,654484.6360,60.4920,
Attribute Definition,,,,,180268.1984,654483.3521,60.4920,
4804,,,,,180295.6761,654478.9572,60.4619,
Circle,,,,,,,,
Text,,,,,180060.8154,654357.1899,61.2769,
Attribute Definition,,,,,180061.2533,654358.7837,61.2769,
4804,,,,,180061.2533,654357.3834,61.2769,
Attribute Definition,,,,,180295.6761,654476.2732,60.4619,
Attribute Definition,,,,,180295.6761,654474.9893,60.4619,
Attribute Definition,,,,,180295.6761,654473.7054,60.4619,
Attribute Definition,,,,,180065.6700,654468.4299,64.1000,
Attribute Definition,,,,,180065.6700,654467.1460,64.1000,
Attribute Definition,,,,,180065.6700,654465.8621,64.1000,
Attribute Definition,,,,,180065.6700,654471.2303,64.1000,
4804,,,,,180065.6700,654469.8300,64.1000,
Circle,,,,,,,,
Text,,,,,180065.2322,654469.6366,64.1000,
Attribute Definition,,,,,180192.3300,654403.0603,59.7900,
Attribute Definition,,,,,180192.3300,654400.2599,59.7900,
Attribute Definition,,,,,180192.3300,654398.9760,59.7900,
Text,,,,,180191.8922,654401.4666,59.7900,
Attribute Definition,,,,,180065.6700,654464.5781,64.1000,
4804,,,,,180192.3300,654401.6600,59.7900,
Circle,,,,,,,,
Attribute Definition,,,,,179898.5000,654652.7681,59.4100,
Attribute Definition,,,,,180241.2600,654638.8260,63.3500,
Attribute Definition,,,,,180241.2600,654637.5421,63.3500,
Attribute Definition,,,,,180241.2600,654636.2581,63.3500,
Attribute Definition,,,,,180241.2600,654640.1099,63.3500,
Circle,,,,,,,,
Text,,,,,180240.8222,654641.3166,63.3500,
Attribute Definition,,,,,180241.2600,654642.9103,63.3500,
Attribute Definition,,,,,179898.5000,654656.6199,59.4100,
Attribute Definition,,,,,179898.5000,654655.3360,59.4100,
Attribute Definition,,,,,179898.5000,654654.0521,59.4100,
Attribute Definition,,,,,179898.5000,654659.4203,59.4100,
4804,,,,,179898.5000,654658.0200,59.4100,
Circle,,,,,,,,
Text,,,,,179898.0622,654657.8266,59.4100,
Circle,,,,,,,,
Text,,,,,180295.4122,654347.9466,58.7400,
Attribute Definition,,,,,180295.8500,654349.5403,58.7400,
4804,,,,,180295.8500,654348.1400,58.7400,
Attribute Definition,,,,,180181.1800,654401.2960,60.0400,
Attribute Definition,,,,,180181.1800,654400.0121,60.0400,
Attribute Definition,,,,,180181.1800,654398.7281,60.0400,
4804,,,,,180280.8000,654350.0300,58.8700,
Circle,,,,,,,,
Text,,,,,180280.3622,654349.8366,58.8700,
Attribute Definition,,,,,180295.8500,654342.8881,58.7400,
Attribute Definition,,,,,180295.8500,654346.7399,58.7400,
Attribute Definition,,,,,180295.8500,654345.4560,58.7400,
Attribute Definition,,,,,180295.8500,654344.1721,58.7400,
Attribute Definition,,,,,180181.1800,654402.5799,60.0400,
Text,,,,,180123.9122,654424.7366,61.6700,
Attribute Definition,,,,,180124.3500,654426.3303,61.6700,
Attribute Definition,,,,,180124.3500,654423.5299,61.6700,
Circle,,,,,,,,
Attribute Definition,,,,,180192.3300,654397.6921,59.7900,
Attribute Definition,,,,,180192.3300,654396.4081,59.7900,
4804,,,,,180124.3500,654424.9300,61.6700,
Circle,,,,,,,,
Text,,,,,180180.7422,654403.7866,60.0400,
Attribute Definition,,,,,180181.1800,654405.3803,60.0400,
4804,,,,,180181.1800,654403.9800,60.0400,
Attribute Definition,,,,,180124.3500,654422.2460,61.6700,
Attribute Definition,,,,,180124.3500,654420.9621,61.6700,
Attribute Definition,,,,,180124.3500,654419.6781,61.6700,
4804,,,,,180241.2600,654641.5100,63.3500,
Circle,,,,,,,,
Text,,,,,180222.3231,654529.9422,61.0969,
Attribute Definition,,,,,180222.7610,654531.5359,61.0969,
4804,,,,,180222.7610,654530.1356,61.0969,
Attribute Definition,,,,,180219.8493,654531.5194,61.7462,
Attribute Definition,,,,,180219.8493,654530.2355,61.7462,
Attribute Definition,,,,,180219.8493,654528.9516,61.7462,
4804,,,,,180233.3945,654529.8268,61.0556,
Circle,,,,,,,,
Text,,,,,180232.9566,654529.6333,61.0556,
Attribute Definition,,,,,180222.7610,654524.8838,61.0969,
Attribute Definition,,,,,180222.7610,654528.7355,61.0969,
Attribute Definition,,,,,180222.7610,654527.4516,61.0969,
Attribute Definition,,,,,180222.7610,654526.1677,61.0969,
Attribute Definition,,,,,180219.8493,654532.8033,61.7462,
Text,,,,,180177.9793,654556.6760,62.0202,
Attribute Definition,,,,,180178.4171,654558.2697,62.0202,
Attribute Definition,,,,,180178.4171,654555.4693,62.0202,
Circle,,,,,,,,
Attribute Definition,,,,,180170.0151,654567.3754,63.5205,
Attribute Definition,,,,,180170.0151,654566.0915,63.5205,
4804,,,,,180178.4171,654556.8694,62.0202,
Circle,,,,,,,,
Text,,,,,180219.4115,654534.0100,61.7462,
Attribute Definition,,,,,180219.8493,654535.6037,61.7462,
4804,,,,,180219.8493,654534.2034,61.7462,
Attribute Definition,,,,,180178.4171,654554.1854,62.0202,
Attribute Definition,,,,,180178.4171,654552.9015,62.0202,
Attribute Definition,,,,,180178.4171,654551.6175,62.0202,
Attribute Definition,,,,,180252.8200,654638.3221,63.4800,
Attribute Definition,,,,,180252.8200,654637.0381,63.4800,
4804,,,,,180264.0500,654642.1500,63.2900,
Attribute Definition,,,,,180252.8200,654639.6060,63.4800,
Text,,,,,180252.3822,654642.0966,63.4800,
Attribute Definition,,,,,180252.8200,654643.6903,63.4800,
Attribute Definition,,,,,180252.8200,654640.8899,63.4800,
Attribute Definition,,,,,180264.0500,654639.4660,63.2900,
Attribute Definition,,,,,180264.0500,654638.1821,63.2900,
Attribute Definition,,,,,180264.0500,654636.8981,63.2900,
Attribute Definition,,,,,180264.0500,654640.7499,63.2900,
Circle,,,,,,,,
Text,,,,,180263.6122,654641.9566,63.2900,
Attribute Definition,,,,,180264.0500,654643.5503,63.2900,
Circle,,,,,,,,
Attribute Definition,,,,,180233.3945,654524.5749,61.0556,
4804,,,,,180231.9875,654533.6077,61.7114,
Circle,,,,,,,,
Attribute Definition,,,,,180233.3945,654525.8588,61.0556,
Attribute Definition,,,,,180233.3945,654531.2270,61.0556,
Attribute Definition,,,,,180233.3945,654528.4267,61.0556,
Attribute Definition,,,,,180233.3945,654527.1427,61.0556,
Attribute Definition,,,,,180231.9875,654529.6397,61.7114,
Attribute Definition,,,,,180231.9875,654528.3558,61.7114,
4804,,,,,180252.8200,654642.2900,63.4800,
Attribute Definition,,,,,180231.9875,654530.9237,61.7114,
Text,,,,,180231.5496,654533.4142,61.7114,
Attribute Definition,,,,,180231.9875,654535.0080,61.7114,
Attribute Definition,,,,,180231.9875,654532.2076,61.7114,
Arc,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,180272.5607,654473.2148,60.0008,
4611,,,,,179963.7265,654400.2618,60.9568,
Line,,,,,,,,
Attribute Definition,,,,,180272.5607,654474.4987,60.0008,
Line,,,,,,,,
Attribute Definition,,,,,180272.5607,654478.8330,60.0008,
Attribute Definition,,,,,180272.5607,654475.7826,60.0008,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179963.7265,654398.7117,60.9568,
Attribute Definition,,,,,179963.7265,654397.4278,60.9568,
Attribute Definition,,,,,179963.7265,654396.1439,60.9568,
Attribute Definition,,,,,179963.7265,654401.7621,60.9568,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
4611,,,,,179948.0070,654458.3802,60.6774,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179888.0744,654633.5618,60.0520,
Attribute Definition,,,,,179888.0744,654632.2779,60.0520,
4611,,,,,180007.0515,654364.5707,61.9325,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
4611,,,,,180272.5607,654477.3327,60.0008,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,180007.0515,654360.4528,61.9325,
Attribute Definition,,,,,180007.0515,654366.0710,61.9325,
Attribute Definition,,,,,180007.0515,654363.0206,61.9325,
Attribute Definition,,,,,180007.0515,654361.7367,61.9325,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,180292.2268,654654.9284,63.4565,
4611,,,,,180280.1726,654579.9166,61.3496,
Line,,,,,,,,
Attribute Definition,,,,,180292.2268,654656.2123,63.4565,
Line,,,,,,,,
Attribute Definition,,,,,180292.2268,654660.5466,63.4565,
Attribute Definition,,,,,180292.2268,654657.4962,63.4565,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
4611,,,,,180178.9245,654538.6565,62.5931,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Attribute Definition,,,,,180280.1726,654578.3665,61.3496,
Attribute Definition,,,,,180280.1726,654577.0826,61.3496,
Attribute Definition,,,,,180280.1726,654575.7986,61.3496,
Attribute Definition,,,,,180280.1726,654581.4169,61.3496,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179948.0070,654459.8805,60.6774,
Attribute Definition,,,,,179948.0070,654456.8301,60.6774,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179948.0070,654455.5462,60.6774,
Attribute Definition,,,,,179948.0070,654454.2623,60.6774,
4611,,,,,179966.8823,654544.4087,62.3092,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
4611,,,,,180292.2268,654659.0463,63.4565,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179966.8823,654540.2907,62.3092,
Attribute Definition,,,,,179966.8823,654545.9090,62.3092,
Attribute Definition,,,,,179966.8823,654542.8586,62.3092,
Attribute Definition,,,,,179966.8823,654541.5747,62.3092,
Attribute Definition,,,,,179888.0744,654634.8457,60.0520,
Attribute Definition,,,,,179625.0835,654714.9205,50.7666,
Attribute Definition,,,,,179625.0835,654713.6366,50.7666,
Attribute Definition,,,,,179625.0835,654712.3527,50.7666,
Attribute Definition,,,,,179625.0835,654717.7209,50.7666,
4804,,,,,179625.0835,654716.3207,50.7666,
Circle,,,,,,,,
Text,,,,,179624.6457,654716.1272,50.7666,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179625.0835,654711.0688,50.7666,
4611,,,,,179914.1171,654422.2363,60.3339,
Line,,,,,,,,
Attribute Definition,,,,,180178.1200,654598.8981,62.5100,
Attribute Definition,,,,,180134.4300,654718.7560,63.7400,
Attribute Definition,,,,,180134.4300,654717.4721,63.7400,
Attribute Definition,,,,,180134.4300,654716.1881,63.7400,
Attribute Definition,,,,,180134.4300,654720.0399,63.7400,
Circle,,,,,,,,
Text,,,,,180133.9922,654721.2466,63.7400,
Attribute Definition,,,,,180134.4300,654722.8403,63.7400,
Attribute Definition,,,,,180178.1200,654602.7499,62.5100,
Attribute Definition,,,,,180178.1200,654601.4660,62.5100,
Attribute Definition,,,,,180178.1200,654600.1821,62.5100,
Attribute Definition,,,,,180178.1200,654605.5503,62.5100,
4804,,,,,180178.1200,654604.1500,62.5100,
Circle,,,,,,,,
Text,,,,,180177.6822,654603.9566,62.5100,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179914.1171,654423.7365,60.3339,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
4611,,,,,179941.2557,654520.9156,61.1710,
Attribute Definition,,,,,179914.1171,654420.6862,60.3339,
Attribute Definition,,,,,179914.1171,654419.4022,60.3339,
Attribute Definition,,,,,179914.1171,654418.1183,60.3339,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
4804,,,,,180134.4300,654721.4400,63.7400,
Circle,,,,,,,,
Text,,,,,179979.4822,654639.4466,62.3200,
Attribute Definition,,,,,179979.9200,654641.0403,62.3200,
4804,,,,,179979.9200,654639.6400,62.3200,
Attribute Definition,,,,,179991.8900,654590.5960,62.8300,
Attribute Definition,,,,,179991.8900,654589.3121,62.8300,
Attribute Definition,,,,,179991.8900,654588.0281,62.8300,
4804,,,,,179806.6800,654703.8900,55.1900,
Circle,,,,,,,,
Text,,,,,179806.2422,654703.6966,55.1900,
Attribute Definition,,,,,179979.9200,654634.3881,62.3200,
Attribute Definition,,,,,179979.9200,654638.2399,62.3200,
Attribute Definition,,,,,179979.9200,654636.9560,62.3200,
Attribute Definition,,,,,179979.9200,654635.6721,62.3200,
Attribute Definition,,,,,179991.8900,654591.8799,62.8300,
Text,,,,,179962.7322,654392.7166,60.7200,
Attribute Definition,,,,,179963.1700,654394.3103,60.7200,
Attribute Definition,,,,,179963.1700,654391.5099,60.7200,
Circle,,,,,,,,
Attribute Definition,,,,,180006.5000,654371.1221,61.5200,
Attribute Definition,,,,,180006.5000,654369.8381,61.5200,
4804,,,,,179963.1700,654392.9100,60.7200,
Circle,,,,,,,,
Text,,,,,179991.4522,654593.0866,62.8300,
Attribute Definition,,,,,179991.8900,654594.6803,62.8300,
4804,,,,,179991.8900,654593.2800,62.8300,
Attribute Definition,,,,,179963.1700,654390.2260,60.7200,
Attribute Definition,,,,,179963.1700,654388.9421,60.7200,
Attribute Definition,,,,,179963.1700,654387.6581,60.7200,
Attribute Definition,,,,,180120.5300,654605.7021,64.6500,
Attribute Definition,,,,,180120.5300,654604.4181,64.6500,
4804,,,,,180119.6500,654643.0700,64.3900,
Attribute Definition,,,,,180120.5300,654606.9860,64.6500,
Text,,,,,180120.0922,654609.4766,64.6500,
Attribute Definition,,,,,180120.5300,654611.0703,64.6500,
Attribute Definition,,,,,180120.5300,654608.2699,64.6500,
Attribute Definition,,,,,180119.6500,654640.3860,64.3900,
Attribute Definition,,,,,180119.6500,654639.1021,64.3900,
Attribute Definition,,,,,180119.6500,654637.8181,64.3900,
Attribute Definition,,,,,180119.6500,654641.6699,64.3900,
Circle,,,,,,,,
Text,,,,,180119.2122,654642.8766,64.3900,
Attribute Definition,,,,,180119.6500,654644.4703,64.3900,
Circle,,,,,,,,
Attribute Definition,,,,,179806.6800,654698.6381,55.1900,
4804,,,,,180119.9700,654594.3600,64.6500,
Circle,,,,,,,,
Attribute Definition,,,,,179806.6800,654699.9221,55.1900,
Attribute Definition,,,,,179806.6800,654705.2903,55.1900,
Attribute Definition,,,,,179806.6800,654702.4899,55.1900,
Attribute Definition,,,,,179806.6800,654701.2060,55.1900,
Attribute Definition,,,,,180119.9700,654590.3921,64.6500,
Attribute Definition,,,,,180119.9700,654589.1081,64.6500,
4804,,,,,180120.5300,654609.6700,64.6500,
Attribute Definition,,,,,180119.9700,654591.6760,64.6500,
Text,,,,,180119.5322,654594.1666,64.6500,
Attribute Definition,,,,,180119.9700,654595.7603,64.6500,
Attribute Definition,,,,,180119.9700,654592.9599,64.6500,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Attribute Definition,,,,,179782.1656,654563.2187,56.4562,
Attribute Definition,,,,,179782.1656,654560.1683,56.4562,
Attribute Definition,,,,,179782.1656,654558.8844,56.4562,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179888.0744,654637.8961,60.0520,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179782.1656,654557.6005,56.4562,
4611,,,,,179888.0744,654636.3958,60.0520,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
4611,,,,,179782.1656,654561.7184,56.4562,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179941.2557,654516.7976,61.1710,
4611,,,,,179860.3758,654555.6963,58.8772,
Line,,,,,,,,
Attribute Definition,,,,,179941.2557,654518.0815,61.1710,
Line,,,,,,,,
Attribute Definition,,,,,179941.2557,654522.4158,61.1710,
Attribute Definition,,,,,179941.2557,654519.3655,61.1710,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Attribute Definition,,,,,179860.3758,654554.1462,58.8772,
Attribute Definition,,,,,179860.3758,654552.8623,58.8772,
Attribute Definition,,,,,179860.3758,654551.5784,58.8772,
Attribute Definition,,,,,179860.3758,654557.1966,58.8772,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Arc,,,,,,,,
Arc,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Line,,,,,,,,
Attribute Definition,,,,,179724.0475,654621.9658,57.6100,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
